-0.901474	-0.901474	5.88421	3	0.00549646	0.00571111	0.126021	0.00034918	0.127006	0.00434075	0.171497
-0.901474	-0.751228	6.00942	-2	0.00405266	0.0122684	0.123011	-0.000304927	0.126796	0.00106655	0.169858
-0.901474	-0.80131	5.88421	3	0.00606901	0.0117719	0.123978	3.90962e-06	0.124596	-0.000114131	0.171405
-0.851392	-0.701146	6.00942	1	0.00570088	0.0119249	0.121767	-0.00147407	0.130079	0.00309309	0.170064
-0.901474	0.751228	6.00942	2	0.00362146	-0.00174862	0.121409	-0.000310299	0.129594	0.00226867	0.170165
-0.901474	0.80131	5.88421	3	0.00525095	-0.00499398	0.12285	-0.000232043	0.124632	-0.00119398	0.171355
-0.901474	0.901474	5.88421	3	0.00498678	-0.00188605	0.126073	0.000886235	0.125125	0.00252505	0.171252
-0.901474	1.00164	5.88421	3	0.00482445	0.00371736	0.126222	-0.000311936	0.125128	0.00267438	0.171263
-0.80131	-0.901474	5.88421	3	0.0101765	0.00517069	0.123985	0.00141868	0.122659	-0.00204372	0.171402
-0.80131	-0.80131	5.88421	3	0.00870065	0.0100169	0.126236	0.000223849	0.124506	0.00204175	0.171502
-0.80131	-0.651065	6.00942	-2	0.00914607	0.00981947	0.120958	-0.0023552	0.132685	0.00487693	0.17038
-0.751228	-0.701146	6.00942	-1	0.0118912	0.0124705	0.124111	-0.000821269	0.129779	0.00512373	0.170096
-0.80131	-0.701146	5.88421	3	0.0105794	0.0141567	0.121782	-0.00230584	0.129197	0.00226724	0.171519
-0.80131	0.751228	6.00942	2	0.0103337	-0.00213768	0.120689	-0.00060171	0.129197	0.00115037	0.170098
-0.751228	0.80131	6.00942	-1	0.0119362	-0.00326177	0.1245	0.00068144	0.128848	0.00461159	0.16991
-0.80131	0.80131	5.88421	3	0.0106866	-0.00435681	0.124219	7.94635e-05	0.126051	0.00158427	0.171421
-0.80131	0.901474	5.88421	3	0.0106149	-0.000758465	0.123653	0.00104038	0.124676	-0.000339344	0.171265
-0.751228	1.00164	6.00942	-1	0.0123913	0.0047105	0.12926	-0.000475814	0.12566	0.00617341	0.169918
-0.80131	1.00164	5.88421	3	0.0105726	0.00523313	0.125529	-0.00023203	0.124188	0.00102968	0.171341
-0.651065	-0.901474	6.00942	-1	0.0101688	0.00310179	0.130791	0.000938223	0.122796	0.00483924	0.17018
-0.701146	-0.901474	5.88421	3	0.0159292	0.00589731	0.128227	0.000792426	0.125456	0.00497076	0.17156
-0.701146	-0.751228	6.00942	-2	0.013297	0.0119203	0.125647	4.27084e-05	0.125728	0.00261172	0.170061
-0.651065	-0.80131	6.00942	-1	0.0117859	0.0116686	0.129694	-0.000961929	0.121304	0.00222982	0.170255
-0.701146	-0.80131	5.88421	3	0.0150838	0.0119068	0.124077	-0.00150603	0.124656	1.75534e-05	0.171598
-0.701146	0.851392	6.00942	2	0.0142856	-0.00324316	0.126343	0.000870829	0.127761	0.00535317	0.16992
-0.701146	0.951556	6.00942	-2	0.0134213	0.000720689	0.128889	-0.000452567	0.125623	0.00576044	0.16992
-0.651065	0.901474	6.00942	-1	0.012139	-0.00242208	0.129205	0.000745376	0.121267	0.00171942	0.170117
-0.701146	0.901474	5.88421	3	0.0140268	-0.00273183	0.124351	0.000261308	0.124712	0.000370049	0.171356
0.751228	-0.901474	6.00942	1	-0.00399642	0.0057646	0.133189	0.000865858	0.120302	0.00474545	0.170165
0.751228	-0.80131	6.00942	1	-0.00085009	0.00957265	0.128068	0.000397792	0.121444	0.000767099	0.17002
0.751228	-0.701146	6.00942	1	-0.00180382	0.0137569	0.128579	0.00181681	0.122767	0.00257511	0.170335
0.751228	0.80131	6.00942	1	-0.0016572	-0.00414867	0.12703	0.000872397	0.120953	-0.000748328	0.170069
0.751228	0.901474	6.00942	1	0.00015157	-0.000255761	0.12971	0.00102466	0.121496	0.0024656	0.169928
0.751228	1.00164	6.00942	1	-0.00185079	0.00399569	0.133676	0.000168373	0.122062	0.0069942	0.170029
0.80131	-0.901474	5.88421	3	-0.00713445	0.00555089	0.127918	0.0010472	0.119051	-0.00171361	0.171297
0.80131	-0.80131	5.88421	3	-0.00615238	0.0110828	0.12606	-0.000130089	0.124474	0.00183768	0.171345
0.80131	-0.651065	6.00942	-2	-0.00416743	0.0111377	0.122674	4.78559e-05	0.126213	0.000129055	0.170282
0.80131	-0.701146	5.88421	3	-0.00497438	0.0135202	0.123726	0.000640415	0.125555	0.000572111	0.171397
0.80131	0.751228	6.00942	2	-0.00536256	-0.00042995	0.123449	0.00132693	0.131403	0.00611106	0.170268
0.80131	0.80131	5.88421	3	-0.00563951	-0.00518646	0.123651	0.000890245	0.121934	-0.00310468	0.171287
0.80131	0.901474	5.88421	3	-0.00549949	-0.0020079	0.127499	0.00116166	0.123135	0.00194917	0.171235
0.80131	1.00164	5.88421	3	-0.0066855	0.00418258	0.125331	0.000317349	0.121086	-0.00226927	0.171239
0.901474	-0.901474	5.88421	3	-0.00249829	0.00471744	0.125788	0.000218329	0.127219	0.00432173	0.171517
0.901474	-0.80131	5.88421	3	-0.00400235	0.0116074	0.12327	-0.000124127	0.125906	0.00048757	0.171183
0.901474	-0.651065	6.00942	-2	-0.00306122	0.0122217	0.120472	0.0012943	0.131629	0.00334344	0.170125
0.901474	-0.701146	5.88421	3	-0.0031861	0.0150391	0.119489	0.00168716	0.123485	-0.00572943	0.171239
0.901474	0.751228	6.00942	2	-0.000129933	-0.00022974	0.122788	-0.000620568	0.130015	0.00406157	0.170035
0.951556	0.701146	6.00942	1	0.00395445	0.00151549	0.117685	-0.00119026	0.133305	0.00224248	0.170281
0.901474	0.80131	5.88421	3	-0.00288847	-0.0054674	0.125472	0.000598511	0.125131	0.00192401	0.171164
0.901474	0.901474	5.88421	3	-0.00127049	-0.000719177	0.12807	-0.000769819	0.122897	0.00229934	0.171178
0.901474	1.00164	5.88421	3	-0.00238886	0.00420562	0.126427	-0.0007626	0.125043	0.00278973	0.17112
1.00164	-0.901474	5.88421	3	0.00542419	0.00410502	0.122155	-0.000387549	0.126573	4.5019e-05	0.171268
1.00164	-0.80131	5.88421	3	0.00301302	0.010765	0.123672	0.00156868	0.128151	0.00314727	0.17131
1.00164	-0.651065	6.00942	-2	0.00622353	0.00947714	0.120449	-0.000368816	0.12863	0.000325796	0.170094
1.00164	-0.701146	5.88421	3	0.00492293	0.0141194	0.123021	0.00034682	0.125962	0.00026179	0.1714
