0.13836,0.0000014
0.17273,0.0000034
0.1939,0.0000054
0.20979,0.0000074
0.22271,0.0000094
0.23372,0.0000114
0.24336,0.0000134
0.24604,0.000014
0.25197,0.0000154
0.25439,0.000016
0.25979,0.0000174
0.26695,0.0000194
0.27358,0.0000214
0.27976,0.0000234
0.28555,0.0000254
0.29101,0.0000274
0.29618,0.0000294
0.3011,0.0000314
0.30578,0.0000334
0.31026,0.0000354
0.31455,0.0000374
0.31867,0.0000394
0.32264,0.0000414
0.32646,0.0000434
0.33016,0.0000454
0.33374,0.0000474
0.3372,0.0000494
0.34056,0.0000514
0.34383,0.0000534
0.347,0.0000554
0.35009,0.0000574
0.3531,0.0000594
0.35604,0.0000614
0.3589,0.0000634
0.3617,0.0000654
0.36443,0.0000674
0.36711,0.0000694
0.36972,0.0000714
0.37228,0.0000734
0.37479,0.0000754
0.37725,0.0000774
0.37967,0.0000794
0.38203,0.0000814
0.38436,0.0000834
0.38664,0.0000854
0.38888,0.0000874
0.39109,0.0000894
0.39326,0.0000914
0.39539,0.0000934
0.39749,0.0000954
0.39955,0.0000974
0.40159,0.0000994
0.40359,0.0001014
0.40556,0.0001034
0.40751,0.0001054
0.40942,0.0001074
0.41131,0.0001094
0.41318,0.0001114
0.41502,0.0001134
0.41683,0.0001154
0.41862,0.0001174
0.42039,0.0001194
0.42214,0.0001214
0.42386,0.0001234
0.42556,0.0001254
0.42725,0.0001274
0.42891,0.0001294
0.43055,0.0001314
0.43218,0.0001334
0.43378,0.0001354
0.43537,0.0001374
0.43694,0.0001394
0.4385,0.0001414
0.44004,0.0001434
0.44156,0.0001454
0.44306,0.0001474
0.44455,0.0001494
0.44603,0.0001514
0.44749,0.0001534
0.44894,0.0001554
0.45037,0.0001574
0.45179,0.0001594
0.4532,0.0001614
0.45459,0.0001634
0.45597,0.0001654
0.45734,0.0001674
0.45869,0.0001694
0.46003,0.0001714
0.46137,0.0001734
0.46269,0.0001754
0.46399,0.0001774
0.46529,0.0001794
0.46658,0.0001814
0.46785,0.0001834
0.46912,0.0001854
0.47037,0.0001874
0.47162,0.0001894
0.47285,0.0001914
0.47407,0.0001934
0.47529,0.0001954
0.47649,0.0001974
0.47769,0.0001994
0.47888,0.0002014
0.48354,0.0002094
0.48918,0.0002194
0.49463,0.0002294
0.4999,0.0002394
0.505,0.0002494
0.50995,0.0002594
0.51475,0.0002694
0.51943,0.0002794
0.52397,0.0002894
0.5284,0.0002994
0.53271,0.0003094
0.53691,0.0003194
0.54102,0.0003294
0.54503,0.0003394
0.54895,0.0003494
0.55279,0.0003594
0.55654,0.0003694
0.56022,0.0003794
0.56382,0.0003894
0.56735,0.0003994
0.57081,0.0004094
0.5742,0.0004194
0.57754,0.0004294
0.58081,0.0004394
0.58403,0.0004494
0.58719,0.0004594
0.59029,0.0004694
0.59335,0.0004794
0.59635,0.0004894
0.59931,0.0004994
0.60222,0.0005094
0.60509,0.0005194
0.60792,0.0005294
0.6107,0.0005394
0.61344,0.0005494
0.61614,0.0005594
0.61881,0.0005694
0.62143,0.0005794
0.62403,0.0005894
0.62658,0.0005994
0.62911,0.0006094
0.6316,0.0006194
0.63406,0.0006294
0.63649,0.0006394
0.63889,0.0006494
0.64126,0.0006594
0.6436,0.0006694
0.64591,0.0006794
0.6482,0.0006894
0.65045,0.0006994
0.65269,0.0007094
0.6549,0.0007194
0.65708,0.0007294
0.65924,0.0007394
0.66138,0.0007494
0.66349,0.0007594
0.66559,0.0007694
0.66766,0.0007794
0.6697,0.0007894
0.67173,0.0007994
0.67374,0.0008094
0.67573,0.0008194
0.6777,0.0008294
0.67964,0.0008394
0.68158,0.0008494
0.68349,0.0008594
0.68538,0.0008694
0.68726,0.0008794
0.68912,0.0008894
0.69096,0.0008994
0.69279,0.0009094
0.69459,0.0009194
0.69639,0.0009294
0.69817,0.0009394
0.69993,0.0009494
0.70168,0.0009594
0.70341,0.0009694
0.70513,0.0009794
0.70683,0.0009894
0.70852,0.0009994
0.7102,0.0010094
0.71186,0.0010194
0.71351,0.0010294
0.71514,0.0010394
0.71677,0.0010494
0.71838,0.0010594
0.71998,0.0010694
0.72156,0.0010794
0.72314,0.0010894
0.7247,0.0010994
0.72625,0.0011094
0.72779,0.0011194
0.72931,0.0011294
0.73083,0.0011394
0.73234,0.0011494
0.73383,0.0011594
0.73532,0.0011694
0.73679,0.0011794
0.73825,0.0011894
0.73971,0.0011994
0.74115,0.0012094
